g_hash,initial_alias,initial_ensg,o_hash,ortholog_name,ortholog_ensg,description,component
14,HMGA1,ENSMUSG00000078249,14.2.1,HMGA1,ENSG00000137309,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010],inflammatory_cell_apoptotic_process
15,IFNG,ENSMUSG00000055170,15.1.1,IFNG,ENSG00000111537,interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438],inflammatory_cell_apoptotic_process
16,IFNG,ENSMUSG00000055170,16.1.1,IFNG,ENSG00000111537,interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438],inflammatory_cell_apoptotic_process
17,IL6,ENSMUSG00000025746,17.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],inflammatory_cell_apoptotic_process
18,IL6,ENSMUSG00000025746,18.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],inflammatory_cell_apoptotic_process
19,IL6,ENSMUSG00000025746,19.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],inflammatory_cell_apoptotic_process
20,IL18,ENSMUSG00000039217,20.1.1,IL18,ENSG00000150782,interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986],inflammatory_cell_apoptotic_process
21,ITGAM,ENSMUSG00000030786,21.1.1,ITGAM,ENSG00000169896,integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149],inflammatory_cell_apoptotic_process
22,ITPKB,ENSMUSG00000038855,22.1.1,ITPKB,ENSG00000143772,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179],inflammatory_cell_apoptotic_process
23,MEF2C,ENSMUSG00000005583,23.1.1,MEF2C,ENSG00000081189,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996],inflammatory_cell_apoptotic_process
24,NOD2,ENSMUSG00000055994,24.1.1,NOD2,ENSG00000167207,nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331],inflammatory_cell_apoptotic_process
25,PIK3CB,ENSMUSG00000032462,25.1.1,PIK3CB,ENSG00000051382,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]",inflammatory_cell_apoptotic_process
26,PIK3CD,ENSMUSG00000039936,26.1.1,PIK3CD,ENSG00000171608,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]",inflammatory_cell_apoptotic_process
27,PLEKHO2,ENSMUSG00000050721,27.1.1,PLEKHO2,ENSG00000241839,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],inflammatory_cell_apoptotic_process
28,PLEKHO2,ENSMUSG00000050721,28.1.1,PLEKHO2,ENSG00000241839,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],inflammatory_cell_apoptotic_process
29,PTEN,ENSMUSG00000013663,29.1.1,N/A,N/A,N/A,inflammatory_cell_apoptotic_process
30,SELENOS,ENSMUSG00000075701,30.1.1,SELENOS,ENSG00000131871,selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396],inflammatory_cell_apoptotic_process
31,SIRT1,ENSMUSG00000020063,31.1.1,SIRT1,ENSG00000096717,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929],inflammatory_cell_apoptotic_process
32,SLC7A11,ENSMUSG00000027737,32.1.1,SLC7A11,ENSG00000151012,solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059],inflammatory_cell_apoptotic_process
33,ST6GAL1,ENSMUSG00000022885,33.1.1,ST6GAL1,ENSG00000073849,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]",inflammatory_cell_apoptotic_process
34,ZMPSTE24,ENSMUSG00000043207,34.1.1,ZMPSTE24,ENSG00000084073,zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877],inflammatory_cell_apoptotic_process
1,CCL5,ENSMUSG00000035042,1.1.1,N/A,N/A,N/A,macrophage_apoptotic_process
2,CCR5,ENSMUSG00000079227,2.1.1,CCR2,ENSG00000121807,C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603],macrophage_apoptotic_process
3,CDKN2A,ENSMUSG00000044303,3.1.1,N/A,N/A,N/A,macrophage_apoptotic_process
4,GHSR,ENSMUSG00000051136,4.1.1,GHSR,ENSG00000121853,growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267],macrophage_apoptotic_process
5,GM14461,ENSMUSG00000054510,5.1.1,N/A,N/A,N/A,macrophage_apoptotic_process
6,MEF2C,ENSMUSG00000005583,6.1.1,MEF2C,ENSG00000081189,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996],macrophage_apoptotic_process
7,NOD2,ENSMUSG00000055994,7.1.1,NOD2,ENSG00000167207,nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331],macrophage_apoptotic_process
8,PLEKHO2,ENSMUSG00000050721,8.1.1,PLEKHO2,ENSG00000241839,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],macrophage_apoptotic_process
9,PLEKHO2,ENSMUSG00000050721,9.1.1,PLEKHO2,ENSG00000241839,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],macrophage_apoptotic_process
10,PTEN,ENSMUSG00000013663,10.1.1,N/A,N/A,N/A,macrophage_apoptotic_process
11,SELENOS,ENSMUSG00000075701,11.1.1,SELENOS,ENSG00000131871,selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396],macrophage_apoptotic_process
12,SIRT1,ENSMUSG00000020063,12.1.1,SIRT1,ENSG00000096717,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929],macrophage_apoptotic_process
13,ST6GAL1,ENSMUSG00000022885,13.1.1,ST6GAL1,ENSG00000073849,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]",macrophage_apoptotic_process
1,BIRC7,ENSMUSG00000038840,1.1.1,BIRC7,ENSG00000101197,baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702],natural_killer_cell_apoptotic_process
1,ANXA1,ENSMUSG00000024659,1.1.1,ANXA1,ENSG00000135046,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],neutrophil_apoptotic_process
2,ANXA1,ENSMUSG00000024659,2.1.1,ANXA1,ENSG00000135046,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],neutrophil_apoptotic_process
3,CD44,ENSMUSG00000005087,3.1.1,CD44,ENSG00000026508,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681],neutrophil_apoptotic_process
4,CXCR2,ENSMUSG00000026180,4.1.1,CXCR2,ENSG00000180871,C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027],neutrophil_apoptotic_process
5,FCGR2B,ENSMUSG00000026656,5.1.1,FCGR2B,ENSG00000072694,Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618],neutrophil_apoptotic_process
5,FCGR2B,ENSMUSG00000026656,5.1.2,FCGR2A,ENSG00000143226,Fc gamma receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616],neutrophil_apoptotic_process
5,FCGR2B,ENSMUSG00000026656,5.1.3,FCGR2C,ENSG00000244682,Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626],neutrophil_apoptotic_process
6,IFNG,ENSMUSG00000055170,6.1.1,IFNG,ENSG00000111537,interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438],neutrophil_apoptotic_process
7,IL6,ENSMUSG00000025746,7.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],neutrophil_apoptotic_process
8,IL6,ENSMUSG00000025746,8.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],neutrophil_apoptotic_process
9,IL6,ENSMUSG00000025746,9.1.1,IL6,ENSG00000136244,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],neutrophil_apoptotic_process
10,IL18,ENSMUSG00000039217,10.1.1,IL18,ENSG00000150782,interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986],neutrophil_apoptotic_process
11,ITGAM,ENSMUSG00000030786,11.1.1,ITGAM,ENSG00000169896,integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149],neutrophil_apoptotic_process
12,ITPKB,ENSMUSG00000038855,12.1.1,ITPKB,ENSG00000143772,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179],neutrophil_apoptotic_process
13,PIK3CB,ENSMUSG00000032462,13.1.1,PIK3CB,ENSG00000051382,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]",neutrophil_apoptotic_process
14,PIK3CD,ENSMUSG00000039936,14.1.1,PIK3CD,ENSG00000171608,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]",neutrophil_apoptotic_process
15,SLC7A11,ENSMUSG00000027737,15.1.1,SLC7A11,ENSG00000151012,solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059],neutrophil_apoptotic_process
1,ADA,ENSMUSG00000017697,1.1.1,ADA,ENSG00000196839,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],T_cell_apoptotic_process
2,ADA,ENSMUSG00000017697,2.1.1,ADA,ENSG00000196839,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],T_cell_apoptotic_process
3,ADA,ENSMUSG00000017697,3.1.1,ADA,ENSG00000196839,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],T_cell_apoptotic_process
4,ADA,ENSMUSG00000017697,4.1.1,ADA,ENSG00000196839,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],T_cell_apoptotic_process
5,ADAM8,ENSMUSG00000025473,5.1.1,ADAM8,ENSG00000151651,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215],T_cell_apoptotic_process
6,AKT1,ENSMUSG00000001729,6.1.1,AKT1,ENSG00000142208,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391],T_cell_apoptotic_process
7,ARG2,ENSMUSG00000021125,7.1.1,ARG2,ENSG00000081181,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664],T_cell_apoptotic_process
8,BAK1,ENSMUSG00000057789,8.1.1,BAK1,ENSG00000030110,BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949],T_cell_apoptotic_process
9,BAX,ENSMUSG00000003873,9.1.1,BAX,ENSG00000087088,"BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]",T_cell_apoptotic_process
10,BBC3,ENSMUSG00000002083,10.1.1,BBC3,ENSG00000105327,BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868],T_cell_apoptotic_process
11,BBC3,ENSMUSG00000002083,11.1.1,BBC3,ENSG00000105327,BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868],T_cell_apoptotic_process
12,BBC3,ENSMUSG00000002083,12.1.1,BBC3,ENSG00000105327,BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868],T_cell_apoptotic_process
13,BCL2,ENSMUSG00000057329,13.1.1,BCL2,ENSG00000171791,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],T_cell_apoptotic_process
14,BCL2,ENSMUSG00000057329,14.1.1,BCL2,ENSG00000171791,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],T_cell_apoptotic_process
15,BCL2,ENSMUSG00000057329,15.1.1,BCL2,ENSG00000171791,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],T_cell_apoptotic_process
16,BCL2L11,ENSMUSG00000027381,16.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
17,BCL2L11,ENSMUSG00000027381,17.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
18,BCL2L11,ENSMUSG00000027381,18.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
19,BCL2L11,ENSMUSG00000027381,19.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
20,BCL2L11,ENSMUSG00000027381,20.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
21,BCL2L11,ENSMUSG00000027381,21.1.1,BCL2L11,ENSG00000153094,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],T_cell_apoptotic_process
22,BCL3,ENSMUSG00000053175,22.1.1,BCL3,ENSG00000069399,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],T_cell_apoptotic_process
23,BCL3,ENSMUSG00000053175,23.1.1,BCL3,ENSG00000069399,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],T_cell_apoptotic_process
24,BCL3,ENSMUSG00000053175,24.1.1,BCL3,ENSG00000069399,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],T_cell_apoptotic_process
25,BCL3,ENSMUSG00000053175,25.1.1,BCL3,ENSG00000069399,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],T_cell_apoptotic_process
26,BCL10,ENSMUSG00000028191,26.1.1,BCL10,ENSG00000142867,BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989],T_cell_apoptotic_process
27,BCL10,ENSMUSG00000028191,27.1.1,BCL10,ENSG00000142867,BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989],T_cell_apoptotic_process
28,BCL10,ENSMUSG00000028191,28.1.1,BCL10,ENSG00000142867,BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989],T_cell_apoptotic_process
29,BCL11B,ENSMUSG00000048251,29.1.1,BCL11B,ENSG00000127152,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],T_cell_apoptotic_process
30,BCL11B,ENSMUSG00000048251,30.1.1,BCL11B,ENSG00000127152,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],T_cell_apoptotic_process
31,BCL11B,ENSMUSG00000048251,31.1.1,BCL11B,ENSG00000127152,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],T_cell_apoptotic_process
32,BCL11B,ENSMUSG00000048251,32.1.1,BCL11B,ENSG00000127152,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],T_cell_apoptotic_process
33,BLM,ENSMUSG00000030528,33.1.1,BLM,ENSG00000197299,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],T_cell_apoptotic_process
34,BLM,ENSMUSG00000030528,34.1.1,BLM,ENSG00000197299,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],T_cell_apoptotic_process
35,BMP4,ENSMUSG00000021835,35.1.1,BMP4,ENSG00000125378,bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071],T_cell_apoptotic_process
36,CASP8,ENSMUSG00000026029,36.1.1,CASP8,ENSG00000064012,caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509],T_cell_apoptotic_process
37,CCL5,ENSMUSG00000035042,37.1.1,N/A,N/A,N/A,T_cell_apoptotic_process
38,CCL5,ENSMUSG00000035042,38.1.1,N/A,N/A,N/A,T_cell_apoptotic_process
39,CD27,ENSMUSG00000030336,39.1.1,CD27,ENSG00000139193,CD27 molecule [Source:HGNC Symbol;Acc:HGNC:11922],T_cell_apoptotic_process
40,CD274,ENSMUSG00000016496,40.1.1,CD274,ENSG00000120217,CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635],T_cell_apoptotic_process
41,CEACAM1,ENSMUSG00000074272,41.1.1,CEACAM4,ENSG00000105352,CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816],T_cell_apoptotic_process
42,CHEK2,ENSMUSG00000029521,42.1.1,CHEK2,ENSG00000183765,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],T_cell_apoptotic_process
43,DFFA,ENSMUSG00000028974,43.1.1,DFFA,ENSG00000160049,DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772],T_cell_apoptotic_process
44,DNAJA3,ENSMUSG00000004069,44.1.1,DNAJA3,ENSG00000103423,DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808],T_cell_apoptotic_process
45,DOCK8,ENSMUSG00000052085,45.1.1,DOCK8,ENSG00000107099,dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191],T_cell_apoptotic_process
46,EBF4,ENSMUSG00000053552,46.1.1,EBF4,ENSG00000088881,EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278],T_cell_apoptotic_process
47,EFNA1,ENSMUSG00000027954,47.1.1,EFNA1,ENSG00000169242,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221],T_cell_apoptotic_process
48,FADD,ENSMUSG00000031077,48.1.1,FADD,ENSG00000168040,Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573],T_cell_apoptotic_process
49,FAS,ENSMUSG00000024778,49.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],T_cell_apoptotic_process
50,FAS,ENSMUSG00000024778,50.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],T_cell_apoptotic_process
51,FAS,ENSMUSG00000024778,51.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],T_cell_apoptotic_process
52,FAS,ENSMUSG00000024778,52.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],T_cell_apoptotic_process
53,FAS,ENSMUSG00000024778,53.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],T_cell_apoptotic_process
54,FASL,ENSMUSG00000000817,54.1.1,FASLG,ENSG00000117560,Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936],T_cell_apoptotic_process
55,GIMAP8,ENSMUSG00000064262,55.1.1,GIMAP8,ENSG00000171115,"GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]",T_cell_apoptotic_process
56,GLI3,ENSMUSG00000021318,56.1.1,GLI3,ENSG00000106571,GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319],T_cell_apoptotic_process
57,GPAM,ENSMUSG00000024978,57.1.1,GPAM,ENSG00000119927,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]",T_cell_apoptotic_process
58,GPAM,ENSMUSG00000024978,58.1.1,GPAM,ENSG00000119927,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]",T_cell_apoptotic_process
59,HIF1A,ENSMUSG00000021109,59.1.1,HIF1A,ENSG00000100644,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],T_cell_apoptotic_process
60,HIF1A,ENSMUSG00000021109,60.1.1,HIF1A,ENSG00000100644,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],T_cell_apoptotic_process
61,IDO1,ENSMUSG00000031551,61.1.1,IDO1,ENSG00000131203,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",T_cell_apoptotic_process
62,IDO1,ENSMUSG00000031551,62.1.1,IDO1,ENSG00000131203,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",T_cell_apoptotic_process
63,IL2RA,ENSMUSG00000026770,63.1.1,IL2RA,ENSG00000134460,interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008],T_cell_apoptotic_process
64,IL7R,ENSMUSG00000003882,64.1.1,IL7R,ENSG00000168685,interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024],T_cell_apoptotic_process
65,JAK3,ENSMUSG00000031805,65.1.1,JAK3,ENSG00000105639,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193],T_cell_apoptotic_process
66,JAK3,ENSMUSG00000031805,66.1.1,JAK3,ENSG00000105639,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193],T_cell_apoptotic_process
67,KDELR1,ENSMUSG00000002778,67.1.1,KDELR1,ENSG00000105438,KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304],T_cell_apoptotic_process
68,KIFAP3,ENSMUSG00000026585,68.1.1,KIFAP3,ENSG00000075945,kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060],T_cell_apoptotic_process
69,KIFAP3,ENSMUSG00000026585,69.1.1,KIFAP3,ENSG00000075945,kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060],T_cell_apoptotic_process
70,LGALS3,ENSMUSG00000050335,70.1.1,LGALS3,ENSG00000131981,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563],T_cell_apoptotic_process
71,LIPA,ENSMUSG00000024781,71.1.1,LIPA,ENSG00000107798,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]",T_cell_apoptotic_process
72,LMBR1L,ENSMUSG00000022999,72.1.1,LMBR1L,ENSG00000139636,limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268],T_cell_apoptotic_process
73,NFKBID,ENSMUSG00000036931,73.1.1,NFKBID,ENSG00000167604,NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671],T_cell_apoptotic_process
74,NFKBID,ENSMUSG00000036931,74.1.1,NFKBID,ENSG00000167604,NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671],T_cell_apoptotic_process
75,P2RX7,ENSMUSG00000029468,75.1.1,P2RX7,ENSG00000089041,purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537],T_cell_apoptotic_process
76,P2RX7,ENSMUSG00000029468,76.1.1,P2RX7,ENSG00000089041,purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537],T_cell_apoptotic_process
77,PDCD1,ENSMUSG00000026285,77.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],T_cell_apoptotic_process
78,PDCD1,ENSMUSG00000026285,78.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],T_cell_apoptotic_process
79,PDCD1,ENSMUSG00000026285,79.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],T_cell_apoptotic_process
80,PDCD1,ENSMUSG00000026285,80.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],T_cell_apoptotic_process
81,PDCD7,ENSMUSG00000041837,81.1.1,PDCD7,ENSG00000090470,programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767],T_cell_apoptotic_process
82,PIP,ENSMUSG00000058499,82.1.1,PIP,ENSG00000159763,prolactin induced protein [Source:HGNC Symbol;Acc:HGNC:8993],T_cell_apoptotic_process
83,PNP,ENSMUSG00000115338,83.1.1,PNP,ENSG00000198805,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892],T_cell_apoptotic_process
84,PNP,ENSMUSG00000115338,84.1.1,PNP,ENSG00000198805,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892],T_cell_apoptotic_process
85,PRELID1,ENSMUSG00000021486,85.1.1,PRELID1,ENSG00000169230,PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255],T_cell_apoptotic_process
86,PRKCQ,ENSMUSG00000026778,86.1.1,PRKCQ,ENSG00000065675,protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410],T_cell_apoptotic_process
87,PRKD2,ENSMUSG00000041187,87.1.1,PRKD2,ENSG00000105287,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293],T_cell_apoptotic_process
88,PTCRA,ENSMUSG00000036858,88.1.1,PTCRA,ENSG00000171611,pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290],T_cell_apoptotic_process
89,PTCRA,ENSMUSG00000036858,89.1.1,PTCRA,ENSG00000171611,pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290],T_cell_apoptotic_process
90,PTCRA,ENSMUSG00000036858,90.1.1,PTCRA,ENSG00000171611,pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290],T_cell_apoptotic_process
91,RAG1,ENSMUSG00000061311,91.1.1,RAG1,ENSG00000166349,recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831],T_cell_apoptotic_process
92,RAG1,ENSMUSG00000061311,92.1.1,RAG1,ENSG00000166349,recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831],T_cell_apoptotic_process
93,RIPK1,ENSMUSG00000021408,93.1.1,RIPK1,ENSG00000137275,receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019],T_cell_apoptotic_process
94,RIPK3,ENSMUSG00000022221,94.1.1,RIPK3,ENSG00000129465,receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021],T_cell_apoptotic_process
95,RORC,ENSMUSG00000028150,95.1.1,RORC,ENSG00000143365,RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260],T_cell_apoptotic_process
96,RPS6,ENSMUSG00000028495,96.1.1,RPS6,ENSG00000137154,ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429],T_cell_apoptotic_process
97,SERPINB9,ENSMUSG00000045827,97.1.1,SERPINB9,ENSG00000170542,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955],T_cell_apoptotic_process
98,SIGLEC1,ENSMUSG00000027322,98.1.1,SIGLEC1,ENSG00000088827,sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127],T_cell_apoptotic_process
99,SIVA1,ENSMUSG00000064326,99.1.1,SIVA1,ENSG00000184990,SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712],T_cell_apoptotic_process
100,SLC46A2,ENSMUSG00000028386,100.1.1,SLC46A2,ENSG00000119457,solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055],T_cell_apoptotic_process
101,ST3GAL1,ENSMUSG00000013846,101.1.1,ST3GAL1,ENSG00000008513,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]",T_cell_apoptotic_process
102,TGFB2,ENSMUSG00000039239,102.1.1,TGFB2,ENSG00000092969,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],T_cell_apoptotic_process
